date,name,printed_name,mana_cost,type_line,colors,edition_code,edition_pt,url,prices,prices_mean,prices_median
2025-05-04,Bravado,Bravata,{1}{R},Enchantment — Aura,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=bravado,[0.3  0.4  0.4  0.4  0.44 0.44 0.5  0.5 ],0.4225,0.42000000000000004
2025-05-04,Breach,Brecha,{2}{B},Instant,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=breach,[0.05 0.09 0.09 0.09 0.1  0.1  0.1  0.11],0.09125,0.095
2025-05-04,Brilliant Halo,Halo Brilhante,{1}{W},Enchantment — Aura,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=brilliant+halo,[0.09 0.09 0.11 0.11 0.14 0.14 0.15 0.15],0.1225,0.125
2025-05-04,Bull Hippo,Hipopótamo Macho,{3}{G},Creature — Hippo,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=bull+hippo,[0.09 0.16 0.16 0.18 0.18 0.18 0.19 0.2 ],0.1674999999999999,0.18
2025-05-04,Bulwark,Baluarte,{3}{R}{R},Enchantment,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=bulwark,[  0.45   0.81   0.85   0.9    0.99   1.02 139.     1.39],18.17625,0.9450000000000001
2025-05-04,Cackling Fiend,Demônio Gargalhante,{2}{B}{B},Creature — Zombie,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=cackling+fiend,[0.09 0.09 0.09 0.09 0.11 0.13 0.13 0.14],0.10875,0.1
2025-05-04,Carpet of Flowers,Tapete de Flores,{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=carpet+of+flowers,[32.5  34.94 40.   41.93 41.93 45.99 45.99 47.  ],41.285,41.93
2025-05-04,Carrion Beetles,Besouros Carrieiros,{B},Creature — Insect,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=carrion+beetles,[0.09 0.09 0.09 0.1  0.13 0.15 0.15 0.18],0.1225,0.115
2025-05-04,Catalog,Catalogar,{2}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=catalog,[0.08 0.08 0.09 0.09 0.09 0.1  0.11 0.11],0.09375,0.09
2025-05-04,Catastrophe,Catáastrofe,{4}{W}{W},Sorcery,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=catastrophe,[13.   14.96 16.72 17.5  13.   13.   19.   19.95],15.89125,15.84
2025-05-04,Cathodion,Catódio,{3},Artifact Creature — Construct,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=cathodion,[0.14 0.18 0.25 0.35 0.49 0.5  0.5  0.5 ],0.36375,0.42
2025-05-04,Cave Tiger,Tigre da Caverna,{2}{G},Creature — Cat,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=cave+tiger,[0.05 0.08 0.08 0.09 0.09 0.09 0.09 0.11],0.0849999999999999,0.09
2025-05-04,Child of Gaea,Filho de Géia,{3}{G}{G}{G},Creature — Elemental,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=child+of+gaea,[  1.     1.     1.25 149.   149.     1.58   1.94   1.99],38.345,1.76
2025-05-04,Chimeric Staff,Bastão Quimérico,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=chimeric+staff,[0.23 0.25 0.65 0.7  0.3  0.9  0.99 0.99],0.62625,0.675
2025-05-04,Citanul Centaurs,Centauros de Citanul,{3}{G},Creature — Centaur,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=citanul+centaurs,[3.   3.   3.03 3.49 3.53 3.75 3.75 3.96],3.43875,3.51
2025-05-04,Citanul Flute,Flauta de Citanul,{5},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=citanul+flute,[ 9.54  9.78 11.7  11.89 11.95 13.59 13.72 14.5 ],12.083749999999998,11.92
2025-05-04,Citanul Hierophants,Hierofantes de Citanul,{3}{G},Creature — Human Druid,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=citanul+hierophants,[5.94 7.75 8.   8.   8.   3.75 8.77 9.58],7.473750000000001,8.0
2025-05-04,Claws of Gix,Garras de Gix,{0},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=claws+of+gix,[1.35 1.5  1.6  1.6  1.79 2.55 2.9  2.97],2.0325,1.695
2025-05-04,Clear,Clarear,{1}{W},Instant,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=clear,[0.3  0.5  0.5  0.96 1.   1.44 2.   2.1 ],1.1,0.98
2025-05-04,Cloak of Mists,Manto de Névoas,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=cloak+of+mists,[0.09 0.2  0.2  0.2  0.2  0.23 0.25 0.25],0.2025,0.2
2025-05-04,Confiscate,Confiscar,{4}{U}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=confiscate,[0.14 0.14 0.18 0.23 0.24 0.25 0.27 0.29],0.2175,0.235
2025-05-04,Congregate,Congregar,{3}{W},Instant,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=congregate,[0.09 0.09 0.09 0.09 0.1  0.1  0.1  0.11],0.09625,0.095
2025-05-04,Contamination,Contaminação,{2}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=contamination,[74.   79.   79.99 84.99 83.   94.95 94.99 95.92],85.855,83.995
2025-05-04,Copper Gnomes,Gnomos de Cobre,{2},Artifact Creature — Gnome,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=copper+gnomes,[3.92 4.   4.   4.   4.05 4.25 4.28 4.5 ],4.125,4.025
2025-05-04,Coral Merfolk,Tritões dos Corais,{1}{U},Creature — Merfolk,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=coral+merfolk,[0.06 0.08 0.09 0.09 0.09 0.1  0.1  0.1 ],0.08875,0.09
2025-05-04,Corrupt,Corromper,{5}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=corrupt,[0.2  0.25 0.25 0.35 0.35 0.4  0.4  0.44],0.33,0.35
2025-05-04,Cradle Guard,Guarda do Berço,{1}{G}{G},Creature — Treefolk,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=cradle+guard,[0.11 0.15 0.15 0.18 0.18 0.19 0.23 0.23],0.1775,0.18
2025-05-04,Crater Hellion,Demo da Cratera,{4}{R}{R},Creature — Hellion Beast,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=crater+hellion,[  0.23   0.25   0.39   0.94 125.     1.75   1.75   1.93],16.53,1.345
2025-05-04,Crazed Skirge,Eskirge Enlouquecido,{3}{B},Creature — Phyrexian Imp,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=crazed+skirge,[0.11 0.2  0.23 0.24 0.24 0.26 0.26 0.3 ],0.23,0.24
2025-05-04,Crosswinds,Ventos Cruzados,{1}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=crosswinds,[0.18 0.23 0.23 0.23 0.23 0.24 0.25 0.25],0.23,0.23
2025-05-04,Crystal Chimes,Sineta de Cristal,{3},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=crystal+chimes,[2.1  2.5  3.13 3.6  3.75 3.83 3.9  4.  ],3.3512500000000003,3.675
2025-05-04,Curfew,Toque de Recolher,{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=curfew,[4.5  4.5  4.75 5.67 5.7  5.7  5.9  5.91],5.32875,5.6850000000000005
2025-05-04,Darkest Hour,Hora da Escuridão,{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=darkest+hour,[10.8  11.9  12.   12.83 13.27 13.49 13.69 13.75],12.71625,13.05
2025-05-04,Dark Hatchling,Cria das Trevas,{4}{B}{B},Creature — Horror,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=dark+hatchling,[0.5  0.52 0.75 0.75 0.79 0.9  0.95 1.  ],0.77,0.77
2025-05-04,Dark Ritual,Ritual Sombrio,{B},Instant,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=dark+ritual,[ 9.25  9.34  9.75 10.62 10.7  11.   11.99 12.  ],10.58125,10.66
2025-05-04,Defensive Formation,Formação Defensiva,{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=defensive+formation,[0.23 0.45 0.5  0.5  0.5  0.5  0.5  0.5 ],0.46,0.5
2025-05-04,Despondency,Desalento,{1}{B},Enchantment — Aura,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=despondency,[0.04 0.08 0.08 0.08 0.09 0.09 0.09 0.11],0.0825,0.08499999999999999
2025-05-04,Destructive Urge,ímpeto Destrutivo,{1}{R}{R},Enchantment — Aura,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=destructive+urge,[0.67 5.59 5.7  5.99 6.3  6.35 6.53 6.64],5.47125,6.145
2025-05-04,Diabolic Servitude,Servidão Diabólica,{3}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=diabolic+servitude,[0.14 0.18 0.25 0.25 0.35 0.35 0.38 0.39],0.28625,0.3
2025-05-04,Disciple of Grace,Discípulo da Graça,{1}{W},Creature — Human Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=disciple+of+grace,[0.07 0.07 0.09 0.09 0.09 0.09 0.1  0.15],0.09375,0.09
2025-05-04,Disciple of Law,Discípulo da Lei,{1}{W},Creature — Human Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=disciple+of+law,[0.09 0.09 0.1  0.1  0.11 0.18 0.25 0.3 ],0.1525,0.10500000000000001
2025-05-04,Discordant Dirge,Nênia Dissonante,{3}{B}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=discordant+dirge,[0.59 0.64 0.7  0.7  0.75 0.78 0.79 0.79],0.7175,0.725
2025-05-04,Disenchant,Desencantar,{1}{W},Instant,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=disenchant,[0.05 0.08 0.08 0.09 0.09 0.09 0.09 0.14],0.08875,0.09
2025-05-04,Disorder,Desordem,{1}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=disorder,[0.2  0.23 0.25 0.25 0.25 0.27 0.27 0.27],0.24875,0.25
2025-05-04,Disruptive Student,Aluno Destruidor,{2}{U},Creature — Human Wizard,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=disruptive+student,[0.1  0.25 0.25 0.25 0.4  0.4  0.49 0.5 ],0.33,0.325
2025-05-04,Douse,Abafar,{2}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=douse,[0.53 0.56 0.63 0.64 0.75 0.85 0.9  0.93],0.7237500000000001,0.6950000000000001
2025-05-04,Dragon Blood,Sangue de Dragão,{3},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=dragon+blood,[0.13 0.17 0.18 0.18 0.18 0.2  0.23 0.25],0.19,0.18
2025-05-04,Drifting Djinn,Gênio Errante,{4}{U}{U},Creature — Djinn,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=drifting+djinn,[135.     3.     9.9   10.51  10.99  10.99  12.54  14.99],25.99,10.99
2025-05-04,Drifting Meadow,Campina Flutuante,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=drifting+meadow,[0.15 0.18 0.18 0.19 0.24 0.25 0.25 0.25],0.21125,0.215
2025-05-04,Dromosaur,Dromossauro,{2}{R},Creature — Dinosaur,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=dromosaur,[0.08 0.08 0.09 0.09 0.09 0.1  0.11 0.11],0.09375,0.09
2025-05-04,Duress,Coergir,{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=duress,[],0.0,
2025-05-04,Eastern Paladin,Paladino do Leste,{2}{B}{B},Creature — Phyrexian Zombie Knight,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=eastern+paladin,[0.8  0.99 1.05 1.5  1.94 2.   2.09 2.24],1.57625,1.72
2025-05-04,Electryte,Electrita,{3}{R}{R},Creature — Trilobite Beast,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=electryte,[0.45 0.5  0.51 0.57 0.72 0.75 0.81 0.86],0.64625,0.645
2025-05-04,Elite Archers,Arqueiros de Elite,{5}{W},Creature — Human Soldier Archer,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=elite+archers,[  0.39   0.68   0.75   0.99   1.16   1.23   1.28 145.  ],18.935,1.075
2025-05-04,Elvish Herder,Elfo Boiadeiro,{G},Creature — Elf,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=elvish+herder,[3.59 4.03 4.25 4.47 4.49 4.75 4.9  4.9 ],4.422499999999999,4.48
2025-05-04,Elvish Lyrist,Elfo Lirista,{G},Creature — Elf,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=elvish+lyrist,[0.14 0.14 0.2  0.21 0.25 0.43 0.5  0.5 ],0.29625,0.22999999999999998
2025-05-04,Enchantment Alteration,Alteração de Encantamento,{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=enchantment+alteration,[0.54 1.7  2.13 2.49 2.59 2.9  2.95 2.99],2.28625,2.54
2025-05-04,Endless Wurm,Vorme Interminável,{3}{G}{G},Creature — Wurm,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=endless+wurm,[ 4.38  4.5   5.5  10.49 12.99 14.75 14.99 14.99],10.32375,11.74
2025-05-04,Endoskeleton,Endoesqueleto,{2},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=endoskeleton,[0.09 0.1  0.14 0.14 0.2  0.23 0.23 0.23],0.17,0.17
2025-05-04,Energy Field,Campo de Energia,{1}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=energy+field,[5.84 5.95 6.5  6.68 6.94 7.73 8.   8.09],6.9662500000000005,6.8100000000000005
2025-05-04,Exhaustion,Exaustão,{2}{U},Sorcery,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=exhaustion,[  1.35   1.35   1.43 148.   149.     1.5    1.71   1.75],38.26125,1.605
2025-05-04,Exhume,Exumar,{1}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=exhume,[21.5  22.99 26.75 27.12 28.9  29.61 29.9  30.4 ],27.14625,28.009999999999998
2025-05-04,Exploration,Exploração,{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=exploration,[252.7  259.9  293.63 314.99 316.35 320.   349.99 468.99],322.06875,315.67
2025-05-04,Expunge,Expungir,{2}{B},Instant,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=expunge,[0.07 0.09 0.14 0.14 0.14 0.18 0.2  0.23],0.14875,0.14
2025-05-04,Faith Healer,Curandeiro da Fé,{1}{W},Creature — Human Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=faith+healer,[6.99 8.   8.09 8.55 8.9  8.95 8.99 9.  ],8.43375,8.725000000000001
2025-05-04,Falter,Vacilar,{1}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=falter,[0.08 0.09 0.09 0.09 0.1  0.1  0.11 0.11],0.09625,0.095
2025-05-04,Fault Line,Paráclase,{X}{R}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=fault+line,[ 6.95  9.6   9.95 11.73 12.5  12.95 12.99 13.49],11.27,12.115
2025-05-04,Fecundity,Fecundidade,{2}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=fecundity,[  0.9  141.     1.35   2.     2.     2.04   2.09   2.49],19.23375,2.02
2025-05-04,Fertile Ground,Solo Fértil,{1}{G},Enchantment — Aura,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=fertile+ground,[0.45 0.45 0.5  0.5  0.59 0.6  0.6  0.74],0.55375,0.5449999999999999
2025-05-04,Fiery Mantle,Manto Flamejante,{1}{R},Enchantment — Aura,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=fiery+mantle,[0.09 0.09 0.09 0.11 0.11 0.11 0.12 0.13],0.10625,0.11
2025-05-04,Fire Ants,Formigas de Fogo,{2}{R},Creature — Insect,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=fire+ants,[0.08 0.25 0.25 0.25 0.32 0.35 0.36 0.41],0.28375,0.28500000000000003
2025-05-04,Flesh Reaver,Dilacerador de Carne,{1}{B},Creature — Phyrexian Horror,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=flesh+reaver,[0.18 0.48 0.5  0.59 0.65 1.   1.4  1.5 ],0.7875,0.62
2025-05-04,Fluctuator,Flutuador,{2},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=fluctuator,[ 7.99 14.94 13.99 19.74 19.9  29.9  37.91 39.73],23.0125,19.82
2025-05-04,Fog Bank,Banco de Nevoeiro,{1}{U},Creature — Wall,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=fog+bank,[0.39 0.4  0.45 0.75 0.75 0.75 0.35 0.9 ],0.5925,0.6
2025-05-04,Forest,Floresta,,Basic Land — Forest,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=forest,[],0.0,
2025-05-04,Fortitude,Fortitude,{1}{G},Enchantment — Aura,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=fortitude,[0.09 0.11 0.13 0.15 0.2  0.2  0.2  0.25],0.16625,0.175
2025-05-04,Gaea's Bounty,Prêmio de Géia,{2}{G},Sorcery,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gaea's+bounty,[0.09 0.09 0.09 0.11 0.11 0.14 0.15 0.15],0.11625,0.11
2025-05-04,Gaea's Cradle,Berço de Géia,,Legendary Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gaea's+cradle,[2699.98 2999.9  3199.   3325.   3860.   3908.32 3917.55 4199.9 ],3513.70625,3592.5
2025-05-04,Gaea's Embrace,Abraço de Géia,{2}{G}{G},Enchantment — Aura,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gaea's+embrace,[125.   125.     1.26   1.26 139.     1.43   1.7    1.7 ],49.54375,1.7
2025-05-04,Gamble,Transação Aleatória,{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gamble,[46.12 49.75 49.9  49.9  50.   50.   52.73 52.9 ],50.1625,49.95
2025-05-04,Gilded Drake,Dragonete Engalanado,{1}{U},Creature — Drake,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gilded+drake,[640.   649.99 699.75 699.99 799.   799.9  800.   805.49],736.7650000000001,749.495
2025-05-04,Glorious Anthem,Antífona Gloriosa,{1}{W}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=glorious+anthem,[ 2.7  14.83 18.  ],11.843333333333334,14.83
2025-05-04,Goblin Cadets,Cadetes Goblins,{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+cadets,[1.04 1.2  1.62 1.64 1.69 1.69 1.8  1.93],1.57625,1.665
2025-05-04,Goblin Lackey,Lacaio Goblin,{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+lackey,[ 93.   104.9  104.95 115.95 117.   124.9  134.9  142.45],117.25625,116.475
2025-05-04,Goblin Matron,Matrona Goblin,{2}{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+matron,[2.95 3.   3.3  3.9  3.99 4.5  4.79 4.9 ],3.91625,3.9450000000000003
2025-05-04,Goblin Offensive,Ofensiva de Goblins,{X}{1}{R}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+offensive,[2.7  3.05 4.25 4.28 6.09 6.37 7.99 9.99],5.59,5.1850000000000005
2025-05-04,Goblin Patrol,Patrulha de Goblins,{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+patrol,[0.09 0.15 0.15 0.19 0.23 0.24 0.25 0.25],0.1937499999999999,0.21000000000000002
2025-05-04,Goblin Raider,Goblin Salteador,{1}{R},Creature — Goblin Warrior,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+raider,[0.07 0.08 0.09 0.09 0.09 0.09 0.09 0.11],0.08875,0.09
2025-05-04,Goblin Spelunkers,Goblins Espeleólogos,{2}{R},Creature — Goblin Warrior,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+spelunkers,[0.06 0.06 0.09 0.09 0.09 0.09 0.09 0.09],0.0824999999999999,0.09
2025-05-04,Goblin War Buggy,Carro de Guerra dos Goblins,{1}{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+war+buggy,[0.09 0.09 0.09 0.09 0.09 0.1  0.11 0.11],0.09625,0.09
2025-05-04,Gorilla Warrior,Gorila Guerreiro,{2}{G},Creature — Ape Warrior,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gorilla+warrior,[0.03 0.03 0.05 0.06 0.09 0.09 0.09 0.1 ],0.0675,0.075
2025-05-04,Grafted Skullcap,Solidéu Enxertado,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=grafted+skullcap,[1.   1.44 1.5  1.95 2.   2.79 2.99 2.99],2.0825,1.975
2025-05-04,Greater Good,Bem Maior,{2}{G}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=greater+good,[22.94 28.04 39.92 42.11 42.73 42.9  43.27 46.  ],38.48875,42.42
2025-05-04,Great Whale,Baleia Açu,{5}{U}{U},Creature — Whale,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=great+whale,[52.9  55.   59.9  59.9  59.95 59.95 59.98 60.  ],58.4475,59.925
2025-05-04,Greener Pastures,Pastagens Verdejantes,{2}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=greener+pastures,[0.94 0.95 0.96 0.99 1.   1.18 1.35 1.42],1.09875,0.995
2025-05-04,Guma,Guma,{2}{R},Creature — Cat,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=guma,[0.06 0.18 0.18 0.23 0.24 0.25 0.27 0.27],0.21,0.235
2025-05-04,Hawkeater Moth,Mariposa Falconívora,{3}{G},Creature — Insect,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hawkeater+moth,[0.18 0.18 0.19 0.19 0.2  0.2  0.2  0.23],0.19625,0.195
2025-05-04,Headlong Rush,Investida Arrojada,{1}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=headlong+rush,[0.09 0.09 0.09 0.09 0.11 0.11 0.11 0.11],0.1,0.1
2025-05-04,Healing Salve,Bálsamo Restaurador,{W},Instant,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=healing+salve,[0.09 0.09 0.09 0.09 0.09 0.1  0.11 0.11],0.09625,0.09
2025-05-04,Heat Ray,Raio de Calor,{X}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=heat+ray,[0.05 0.07 0.09 0.09 0.09 0.09 0.1  0.1 ],0.0849999999999999,0.09
2025-05-04,Herald of Serra,Arauto de Serra,{2}{W}{W},Creature — Angel,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=herald+of+serra,[ 8.5   9.5   9.77  9.9   9.9  10.34 10.49 10.5 ],9.8625,9.9
2025-05-04,Hermetic Study,Estudo Hermético,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hermetic+study,[0.08 0.09 0.09 0.09 0.09 0.11 0.18 0.2 ],0.11625,0.09
